culture,count,mean_age,std_age,ci_95,pi_95,ci_lower,ci_upper,pi_lower,pi_upper
Olmec,76,2852.565789473684,681.3363209756992,153.1830866475225,1335.4191891123705,2699.3827028261617,3005.7488761212066,1517.1466003613136,4187.984978586055
Toba Batak people,75,178.09333333333333,30.116069757816305,6.815908224790645,59.027496725319956,171.2774251085427,184.90924155812397,119.06583660801337,237.1208300586533
"Roman, Gaul",75,2012.3733333333332,72.22558005592353,16.346187570364407,141.5621369096101,1996.0271457629688,2028.7195209036977,1870.8111964237232,2153.935470242943
"French, Jouy-en-Josas",75,146.32,28.952972120226196,6.5526744490013105,56.74782535564334,139.7673255509987,152.8726744490013,89.57217464435665,203.06782535564332
"Irish, Dublin",74,169.1081081081081,71.61838892343329,16.317918461851814,140.37204228992923,152.7901896462563,185.4260265699599,28.736065818178872,309.4801503980373
North Italian,74,535.8243243243244,187.05191998502764,42.61891428068427,366.62176317065416,493.2054100436401,578.4432386050087,169.20256115367022,902.4460874949785
"China (Xinjiang Autonomous Region, Central Asia)",72,1404.9722222222222,23.208772153032502,5.360952856324778,45.4891934199437,1399.6112693658974,1410.333175078547,1359.4830288022786,1450.4614156421658
Central Asia,72,1177.5,413.8917324581189,95.60411256140682,811.227795617913,1081.8958874385933,1273.1041125614067,366.272204382087,1988.727795617913
Senufo peoples,72,176.97222222222223,22.048584140434272,5.092963098012658,43.21522491525117,171.87925912420957,182.0651853202349,133.75699730697107,220.18744713747338
"British, probably",71,135.71830985915494,50.962502489180785,11.854347189124397,99.88650487879434,123.86396267003055,147.57265704827932,35.8318049803606,235.60481473794928
India (Bengal) or Bangladesh,69,899.4492753623189,88.9276864569454,20.983045378243826,174.29826545561298,878.4662299840751,920.4323207405627,725.1510099067059,1073.7475408179318
Danish,68,126.08823529411765,156.8781954821474,37.28758017191795,307.4812631450089,88.8006551221997,163.3758154660356,-181.39302785089123,433.5694984391265
Syrian,67,815.0746268656717,1142.541363397283,273.58394129986925,2239.3810722586745,541.4906855658024,1088.658568165541,-1424.3064453930028,3054.455699124346
Islamic,66,1375.9242424242425,442.12564558074047,106.66693363287742,866.5662653382514,1269.2573087913652,1482.5911760571198,509.35797708599114,2242.490507762494
Korean,66,222.33333333333334,292.1054252956961,70.47315695268668,572.5266335795643,151.86017638064666,292.80649028602,-350.19330024623093,794.8599669128977
Aegean,66,4467.727272727273,1216.722388480367,293.5456188957272,2384.7758814215194,4174.181653831546,4761.272891623,2082.9513913057535,6852.503154148792
"Greek, South Italian",65,2713.4307692307693,1607.1915233687805,390.72124510874175,3150.0953858028097,2322.7095241220277,3104.152014339511,-436.66461657204036,5863.526155033579
Mitanni,65,3516.153846153846,164.48026389673026,39.98648112008405,322.3813172375913,3476.167365033762,3556.1403272739303,3193.772528916255,3838.5351633914374
Romanian,65,109.12307692307692,29.180744770903562,7.094074828237933,57.19425975097098,102.02900209483899,116.21715175131486,51.928817172105944,166.3173366740479
"German, Frankenthal",65,179.26153846153846,24.060650528324345,5.84933854855584,47.15887503551571,173.41219991298263,185.1108770100943,132.10266342602276,226.42041349705417
Moroccan,65,163.92307692307693,79.35271492132212,19.29128615103065,155.53132124579136,144.6317907720463,183.21436307410758,8.391755677285573,319.4543981688683
Spanish or Italian,64,377.453125,114.29465258325511,28.002189882897504,224.01751906318003,349.4509351171025,405.4553148828975,153.43560593681997,601.4706440631801
Ghassulian,63,6578.0,0.0,0.0,0.0,6578.0,6578.0,6578.0,6578.0
Scythian,63,2079.3968253968255,929.4079200895821,229.50500748847708,1821.639523375581,1849.8918179083485,2308.9018328853026,257.75730202124464,3901.036348772406
Colombia,62,790.6612903225806,259.01781339769707,64.47477858576558,507.67491425948623,726.1865117368151,855.1360689083461,282.9863760630944,1298.3362045820668
"Italian, Deruta",62,417.43548387096774,80.8910663911237,20.135424381512962,158.54649012660246,397.3000594894548,437.5709082524807,258.8889937443653,575.9819739975702
"Japanese, for European market",61,266.72131147540983,68.37717239633442,17.15940763203038,134.01925789681545,249.56190384337947,283.8807191074402,132.7020535785944,400.7405693722253
Malayan,61,232.8360655737705,12.455494541056687,3.125734811753908,24.41276930047111,229.71033076201658,235.9618003855244,208.4232962732994,257.2488348742416
Babylonian or Achaemenid,60,2557.7166666666667,87.28233783060126,22.085478667949925,171.07338214797846,2535.631187998717,2579.8021453346164,2386.6432845186882,2728.790048814645
"British, Bow, London",60,206.31666666666666,25.074459736421986,6.34471371165497,49.14594108338709,199.9719529550117,212.66138037832164,157.17072558327956,255.46260775005376
"Danish, Copenhagen",60,138.33333333333334,65.17893666907074,16.4925465011975,127.75071587137865,121.84078683213585,154.82587983453084,10.582617461954698,266.08404920471196
Atlantic Watershed,59,1586.7796610169491,219.9154279291523,56.11587813715727,431.0342387411385,1530.6637828797918,1642.8955391541065,1155.7454222758106,2017.8138997580877
Chancay,57,895.2456140350877,90.75935227326492,23.56188496327203,177.88833045559926,871.6837290718156,918.8074989983597,717.3572835794885,1073.1339444906869
Thailand (Si Satchanalai),57,642.3859649122807,51.671957850174174,13.414471304589531,101.27703738634138,628.9714936076912,655.8004362168701,541.1089275259393,743.663002298622
Philippines,56,266.64285714285717,90.2625319572007,23.641202861260524,176.91456263611335,243.00165428159664,290.2840600041177,89.72829450674382,443.5574197789705
Native American (Northwest Coast),56,84.46428571428571,12.730727731415385,3.3343815018680765,24.952226353574154,81.12990421241763,87.79866721615379,59.512059360711554,109.41651206785986
Dan peoples,55,174.8909090909091,27.655735944641407,7.3090334011172144,54.205242451497156,167.5818756897919,182.1999424920263,120.68566663941195,229.09615154240626
Polish,55,223.5090909090909,126.59177211681954,33.45647689725403,248.1198733489663,190.05261401183688,256.96556780634495,-24.610782439875408,471.6289642580572
Chimú (?),55,892.7272727272727,97.73214614737743,25.82927180039334,191.55500644885976,866.8980009268794,918.5565445276661,701.172266278413,1084.2822791761325
Armenian,54,141.25925925925927,163.14170078581995,43.513516026796324,319.7577335402071,97.74574323246294,184.7727752860556,-178.49847428094782,461.0169927994664
Albanian or Montenegrin,54,203.44444444444446,23.121228232266475,6.166945240841762,45.31760733524229,197.2774992036027,209.6113896852862,158.12683710920217,248.76205177968674
Late Roman,54,1599.8148148148148,129.15093905736435,34.44742472022141,253.13584055243413,1565.3673900945935,1634.262239535036,1346.6789742623807,1852.9506553672488
possibly Russian,54,225.9814814814815,35.22889612650531,9.396329257468869,69.04863640795041,216.58515222401263,235.37781073895036,156.9328450735311,295.0301178894319
"British, Burslem, Staffordshire",54,165.5,34.494598975644955,9.200475893868466,67.60941399226411,156.29952410613154,174.70047589386846,97.89058600773589,233.1094139922641
"Dutch, Amsterdam",54,215.8148148148148,82.26374383630412,21.941568088374492,161.23693791915608,193.87324672644033,237.7563829031893,54.57787689565873,377.0517527339709
"French, Nantes",54,145.25925925925927,29.679536934536173,7.916191873985203,58.171892391690896,137.34306738527405,153.17545113324448,87.08736686756836,203.43115165095017
Colima,54,2141.277777777778,200.73670135388903,53.54093790523907,393.4439346536225,2087.736839872539,2194.8187156830168,1747.8338431241555,2534.7217124314
"Chinese, for Portuguese market",54,217.88888888888889,101.71708204561423,27.130205572648407,199.3654808094039,190.75868331624048,245.0190944615373,18.523408079484994,417.25436969829275
Yinibu people,54,79.44444444444444,1.5861031714361729,0.4230489533822443,3.108762216014899,79.0213954910622,79.86749339782669,76.33568222842955,82.55320666045934
Lampung,54,195.92592592592592,70.32186161375846,18.756402793554784,137.83084876296658,177.16952313237113,214.68232871948072,58.09507716295934,333.7567746888925
Costa Rican,54,979.4074074074074,470.7062344917242,125.54781015406004,922.5842196037795,853.8595972533474,1104.9552175614674,56.82318780362789,1901.991627011187
"Flemish, Mechlin",53,207.67924528301887,23.900252319963183,6.434586188884768,46.84449454712784,201.2446590941341,214.11383147190364,160.83475073589102,254.52373983014672
"British, after Russian original",53,87.0377358490566,27.669729547586375,7.44943012372977,54.23266991326929,79.58830572532683,94.48716597278637,32.80506593578731,141.27040576232588
Iban people,53,167.50943396226415,63.49397992102794,17.094275023026306,124.44820064521477,150.41515893923784,184.60370898529047,43.061233317049386,291.9576346074789
"Chinese, for the European Market",53,150.8679245283019,29.376231716139962,7.908866080224046,57.57741416363432,142.95905844807785,158.77679060852594,93.29051036466757,208.44533869193623
"Italian, Burano",53,185.58490566037736,60.05300029725797,16.167871415778603,117.70388058262562,169.41703424459877,201.75277707615595,67.88102507775174,303.28878624300296
"Italian, Urbino",53,386.5660377358491,34.395051876889774,9.260066496793828,67.41430167870395,377.3059712390552,395.82610423264293,319.1517360571451,453.98033941455304
"Italian, Padua",53,399.49056603773585,98.22592142636307,26.445041204549504,192.52280599567163,373.04552483318633,425.93560724228536,206.9677600420642,592.0133720334074
"Greek, Cretan",52,2728.846153846154,887.9006388637871,241.334142717062,1740.2852521730226,2487.5120111290917,2970.180296563216,988.5609016731312,4469.131406019176
possibly Dutch,52,230.03846153846155,83.72362599964183,22.75634076763762,164.098306959298,207.28212077082392,252.79480230609917,65.94015457916356,394.13676849775953
"Italian, Sicily",52,321.1923076923077,137.9589365534625,37.4976660968425,270.3995156447865,283.69464159546516,358.6899737891502,50.792792047521175,591.5918233370942
Northwest China,52,2391.8653846153848,393.1151619347517,106.84991815751656,770.5057173921133,2285.015466457868,2498.7153027729014,1621.3596672232716,3162.371102007498
"French, Saint-Cloud",51,230.31372549019608,33.435603895296,9.176565205478335,65.53378363478015,221.13716028471774,239.49029069567442,164.77994185541593,295.8475091249762
Sri Lankan,50,246.92,38.35433083600279,10.631278109427871,75.17448843856546,236.2887218905721,257.55127810942787,171.7455115614345,322.09448843856546
Nabataean,50,1964.56,17.83960281428044,4.944885616471708,34.96562151598966,1959.6151143835282,1969.5048856164717,1929.5943784840103,1999.5256215159895
Celtic,49,2253.469387755102,235.7882261374258,66.02070331847922,462.14492322935456,2187.448684436623,2319.4900910735814,1791.3244645257475,2715.6143109844566
British or Irish,49,149.24489795918367,32.44516567241108,9.084646388275102,63.59252471792571,140.16025157090857,158.32954434745878,85.65237324125796,212.83742267710937
Salinar (?),49,2079.591836734694,3.1683221594215603,0.8871302046380369,6.209911432466258,2078.704706530056,2080.478966939332,2073.3819253022275,2085.8017481671604
Akan peoples,49,263.8979591836735,83.89011783725365,23.489232994431024,164.42463096101716,240.40872618924246,287.3871921781045,99.47332822265633,428.32259014469065
Post-Classical,49,8377.040816326531,1999.3565002185046,559.8198200611813,3918.738740428269,7817.22099626535,8936.860636387712,4458.302075898262,12295.7795567548
Fijian,48,165.4375,44.13610778759606,12.486176918953953,86.50677126368828,152.95132308104604,177.92367691895396,78.93072873631172,251.94427126368828
"British, Bedfordshire",48,112.97916666666667,27.85256746126641,7.879536787478343,54.59103222408216,105.09962987918833,120.85870345414502,58.38813444258451,167.57019889074883
North French,48,597.7708333333334,129.9420885057965,36.76082889116306,254.68649347136113,561.0100044421703,634.5316622244965,343.08433986197224,852.4573268046945
German or Swiss,48,305.5,125.17324165144848,35.41171433377291,245.339553636839,270.0882856662271,340.9117143337729,60.160446363160986,550.839553636839
"Chinese, for Dutch market",48,209.875,38.26593674397136,10.825495951163278,75.00123601818386,199.04950404883672,220.70049595116328,134.87376398181613,284.8762360181839
Iatmul people,48,171.89583333333334,23.36686104369739,6.610523121710682,45.79904764564689,165.28531021162266,178.50635645504403,126.09678568768646,217.69488097898022
"Spanish, Valencia",48,344.1875,77.90765298490913,22.040202167156927,152.6989998504219,322.1472978328431,366.2277021671569,191.4885001495781,496.8864998504219
Lambayeque (Sicán),48,1111.6666666666667,70.20042229773328,19.85981402830264,137.59282770355722,1091.806852638364,1131.5264806949695,974.0738389631096,1249.259494370224
"British, Honiton",48,107.83333333333333,9.6631199167154,2.7337123937123624,18.939715036762184,105.09962093962096,110.5670457270457,88.89361829657115,126.77304837009551
"Indian, Mughal",47,237.95744680851064,70.16222117561573,20.059055118698986,137.51795350420682,217.89839168981166,258.0165019272096,100.43949330430382,375.47540031271745
Maya (?),47,834.3191489361702,205.07793920138278,58.63083604171026,401.95276083471026,775.68831289446,892.9499849778805,432.36638810145996,1236.2719097708805
Cycladic,47,4837.808510638298,582.9038118240777,166.6495087293865,1142.4914711751924,4671.159001908912,5004.458019367684,3695.317039463105,5980.29998181349
probably Spanish,46,269.5,131.39977168929937,37.972725177307254,257.54355251102675,231.52727482269273,307.47272517730727,11.956447488973254,527.0435525110267
Caucasian,46,174.3695652173913,62.206951628558976,17.976952683713684,121.92562519197558,156.39261253367764,192.346517901105,52.44394002541573,296.2951904093669
French (?),46,471.8478260869565,240.44135042702013,69.48424037307052,471.2650468369594,402.363585713886,541.332066460027,0.5827792499970883,943.1128729239159
Nepal,46,437.0217391304348,244.73700071077974,70.72562417142844,479.6845213931283,366.2961149590064,507.74736330186323,-42.6627822626935,916.7062605235631
Visigothic,45,1447.2444444444445,93.80084210601682,27.406687747981675,183.84965052779296,1419.8377566964627,1474.6511321924263,1263.3947939166515,1631.0940949722376
Elamite,45,3362.688888888889,517.9022293753134,151.3204398360335,1015.0883695756141,3211.3684490528553,3514.0093287249224,2347.6005193132746,4377.777258464503
Alanic,45,1398.8666666666666,0.6252272314741445,0.18267861055213058,1.2254453736893232,1398.6839880561145,1399.0493452772187,1397.6412212929772,1400.092112040356
Asante,45,165.2888888888889,37.61746585528775,10.991054210376888,73.73023307636399,154.297834678512,176.27994309926578,91.5586558125249,239.01912196525288
Avar,45,1249.8444444444444,106.79439795393556,31.20313903631214,209.31701998971369,1218.6413054081322,1281.0475834807567,1040.5274244547309,1459.161464434158
Seleucid,45,2240.911111111111,205.71259985079558,60.10501466036002,403.19669570755934,2180.806096450751,2301.0161257714713,1837.7144154035518,2644.1078068186703
Phoenician,44,2568.659090909091,220.9838406363911,65.29655222183179,433.12832764732656,2503.362538687259,2633.955643130923,2135.5307632617646,3001.7874185564174
Vietnam (North),44,2489.6136363636365,75.52859181673062,22.31727272727297,148.036039960792,2467.2963636363634,2511.9309090909096,2341.5775964028444,2637.6496763244286
Balinese,44,308.8181818181818,153.01379672210942,45.212687676859176,299.90704157533446,263.60549414132265,354.030869495041,8.911140242847353,608.7252233935162
Peru; north or central coast (?),44,1075.3636363636363,167.35411431203886,49.44998074630672,328.01406405159616,1025.9136556173296,1124.813617109943,747.3495723120401,1403.3777004152325
"probably Ecuadoran, Quito",44,214.0,0.0,0.0,0.0,214.0,214.0,214.0,214.0
Cameroon,44,174.29545454545453,22.61567633451751,6.682505320552766,44.32672561565432,167.61294922490177,180.9779598660073,129.96872892980022,218.62218016110884
Melanesian,44,41.90909090909091,11.133060303100565,3.289609101628112,21.820798194077106,38.6194818074628,45.198700010719016,20.0882927150138,63.72988910316801
"Italian, Siena",44,461.97727272727275,152.00512363401978,44.91464382541045,297.9300423226788,417.0626289018623,506.8919165526832,164.04723040459396,759.9073150499515
Taíno,43,944.8604651162791,196.6382442813816,58.77462020622337,385.4109587915079,886.0858449100557,1003.6350853225025,559.4495063247712,1330.271423907787
Norwegian,43,294.4186046511628,387.2583260230787,115.75042849311775,759.0263190052343,178.66817615804507,410.16903314428055,-464.6077143540715,1053.4449236563971
"British, Bristol",43,189.86046511627907,34.482280746679216,10.306657090725118,67.58527026349127,179.55380802555396,200.16712220700418,122.2751948527878,257.4457353797703
Czech,43,124.32558139534883,56.78141921532353,16.971807093514528,111.29158166203412,107.3537743018343,141.29738848886336,13.033999733314715,235.61716305738295
"German, Dresden",43,240.27906976744185,82.65514289342866,24.70539059889464,162.00408007112017,215.57367916854722,264.9844603663365,78.27498969632168,402.28314983856205
Tairona,42,958.0,152.19740070214013,46.0297548163716,298.30690537619466,911.9702451836284,1004.0297548163716,659.6930946238053,1256.3069053761947
Hopi,42,93.76190476190476,49.83622422559598,15.07219684104398,97.67899948216811,78.68970792086078,108.83410160294873,-3.91709472026335,191.44090424407287
"Italian, Veneto",42,354.2142857142857,103.46403539495775,31.29110063359532,202.7895093741172,322.9231850806904,385.50538634788103,151.42477634016853,557.003795088403
"Swiss, Zurich",42,238.23809523809524,79.74802070295843,24.11855802473298,156.3061205777985,214.11953721336226,262.3566532628282,81.93197466029673,394.5442158158937
"Italian, Gubbio",42,427.85714285714283,37.88337136243248,11.457240973799365,74.25140787036766,416.3999018833435,439.3143838309422,353.6057349867752,502.1085507275105
"Kwoma, Wanyi clan",41,3.4634146341463414,2.608616117557447,0.7984988891083056,5.112887590412596,2.664915745038036,4.261913523254647,-1.6494729562662545,8.576302224558937
French or Swiss,41,162.6829268292683,75.89513786284013,23.231545210624486,148.75447021116665,139.4513816186438,185.9144720398928,13.928456618101649,311.4373970404349
Myanmar (Burma),41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akkadian,41,4293.243902439024,43.52170750773446,13.32201961918502,85.30254671515954,4279.921882819839,4306.565922058209,4207.941355723865,4378.546449154183
Abelam people,41,148.0731707317073,45.45843719481701,13.914853686731352,89.09853690184134,134.15831704497595,161.98802441843867,58.974633829865965,237.17170763354864
Igbo peoples,41,156.390243902439,40.85026196291799,12.504288606372516,80.06651344731927,143.8859552960665,168.89453250881152,76.32373045511974,236.45675734975828
Hattian,41,4264.804878048781,62.78185227923122,19.2175609756133,123.05243046729318,4245.5873170731675,4284.022439024394,4141.752447581487,4387.857308516074
Costa Rica,40,1097.175,298.86545188986514,92.61936310692991,585.7762857041357,1004.5556368930701,1189.79436310693,511.39871429586424,1682.9512857041357
French or Spanish,40,338.725,229.1413165466192,71.0116297010206,449.11698043137363,267.71337029897944,409.7366297010206,-110.39198043137361,787.8419804313737
"German, Fulda",40,198.975,26.18816281824432,8.115795739616646,51.32879912375886,190.85920426038334,207.09079573961665,147.64620087624112,250.30379912375886
Bolivian,40,91.4,13.513146495362493,4.187767485525009,26.485767130910485,87.21223251447499,95.58776748552502,64.91423286908952,117.8857671309105
"German, probably Augsburg",40,348.75,71.39803559748326,22.126480469083145,139.94014977106718,326.62351953091684,370.87648046908316,208.80985022893282,488.6901497710672
Sumba Island,39,189.2051282051282,83.14166081143154,26.094108474045655,162.9576551904058,163.11101973108254,215.29923667917387,26.247473014722402,352.162783395534
"Italic, Villanovan",39,2846.74358974359,95.02568017139947,29.82392199064099,186.25033313594295,2816.919667752949,2876.5675117342307,2660.493256607647,3032.993922879533
"French, Vincennes",39,206.66666666666666,24.615285509247226,7.72553643900251,48.245959598124564,198.94113022766416,214.39220310566915,158.4207070685421,254.91262626479121
Langobardic,39,1347.2820512820513,67.86594709152035,21.299807675437798,133.01725629937988,1325.9822436066136,1368.581858957489,1214.2647949826714,1480.299307581431
Mississippian,38,855.0263157894736,54.03526718332437,17.1807285539723,105.90912367931577,837.8455872355014,872.2070443434459,749.1171921101579,960.9354394687894
"French, Lille",38,143.5,67.68398349404106,21.520392300781054,132.66060764832048,121.97960769921895,165.02039230078105,10.839392351679521,276.1606076483205
"German, Silesia",38,199.76315789473685,40.11970885246834,12.756221323383706,78.63462935083795,187.00693657135315,212.51937921812055,121.1285285438989,278.3977872455748
"Chinese, for Continental European market",38,198.8684210526316,25.912713203129705,8.239050435884527,50.78891787813422,190.62937061674705,207.10747148851613,148.07950317449738,249.6573389307658
Italian or German,38,322.8157894736842,296.28181026736326,94.20398238086258,580.712348124032,228.61180709282164,417.0197718545468,-257.8965586503478,903.5281375977163
Iranian (Persian),38,46.31578947368421,23.313498309218637,7.412619701412111,45.69445668606853,38.9031697722721,53.728409175096324,0.6213327876156853,92.01024615975274
Northeast China,37,2657.810810810811,228.9217282340365,73.76362057598092,448.6865873387115,2584.04719023483,2731.5744313867917,2209.1242234720994,3106.4973981495223
German or Austrian,37,262.86486486486484,127.56026074024825,41.10272426476411,250.01811105088657,221.76214060010074,303.96758912962895,12.846753813978268,512.8829759157514
Democratic Republic of Congo,37,162.8918918918919,53.554636578909765,17.25648291739525,104.96708769466314,145.63540897449664,180.14837480928716,57.92480419722877,267.85897958655505
Afghan,37,118.24324324324324,159.32207167408578,51.337078987678055,312.2712604812081,66.90616425556519,169.5803222309213,-194.0280172379649,430.51450372445134
Iranian,37,927.0,1137.8287314979448,366.63346672299474,2230.1443137359715,560.3665332770053,1293.6334667229949,-1303.1443137359715,3157.1443137359715
South German,37,421.35135135135135,128.5876735530657,41.43377929166872,252.0318401640088,379.91757205968264,462.78513064302007,169.31951118734256,673.3831915153602
"British, London, Spitalfields",37,222.43243243243242,27.130897249917638,8.74217238384144,53.17655860983857,213.69026004859097,231.17460481627387,169.25587382259386,275.608991042271
"German, Munich",37,261.0,118.82409968801223,38.28774084611286,232.89523538850395,222.71225915388715,299.28774084611285,28.10476461149605,493.8952353885039
"India (Jammu & Kashmir, ancient kingdom of Kashmir)",37,1360.7567567567567,132.01734006590914,42.53889334662157,258.75398652918193,1318.2178634101351,1403.2956501033782,1102.0027702275747,1619.5107432859386
"Roman, Syrian",37,1699.7297297297298,149.6519385196956,48.22114919620623,293.31779949860334,1651.5085805335236,1747.950878925936,1406.4119302311265,1993.0475292283331
Central coast (?),37,964.3783783783783,2.301585822265281,0.7416216216184893,4.511108211639951,963.6367567567598,965.1199999999968,959.8672701667384,968.8894865900182
Bornean,37,145.75675675675674,118.6829121383261,38.24224710934335,232.61850779111916,107.51450964741339,183.9990038661001,-86.86175103436241,378.3752645478759
Veracruz,36,1356.4444444444443,171.68899531161304,56.08507180179359,336.51043081076153,1300.3593726426507,1412.529516246238,1019.9340136336828,1692.954875255206
"British, Birmingham, after British, London original",36,93.94444444444444,20.19468734161033,6.596931198259374,39.581587189556245,87.34751324618507,100.54137564270381,54.3628572548882,133.52603163400067
"Helladic, Mycenaean",36,3315.1944444444443,128.5421152650974,41.99042431993182,251.9425459195909,3273.2040201245127,3357.184868764376,3063.2518985248535,3567.1369903640352
Switzerland,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Russian, Moscow",36,171.25,60.845178233658864,19.87609155632856,119.25654933797136,151.37390844367144,191.12609155632856,51.993450662028636,290.50654933797136
Tlatilco,36,3165.8611111111113,60.45312364742549,19.74802039149233,118.48812234895397,3146.113090719619,3185.6091315026038,3047.3729887621575,3284.349233460065
Congolese,36,61.583333333333336,38.13987414766861,12.459025554905077,74.75415332943047,49.12430777842826,74.04235888823841,-13.17081999609713,136.3374866627638
"Kwoma, Amachi-Kalaba clan",36,4.166666666666667,2.922816645439317,0.9547867708435103,5.728720625061062,3.2118798958231567,5.121453437510177,-1.5620539583943946,9.89538729172773
"French, Strasbourg",36,216.88888888888889,36.040277292240496,11.773157248798562,70.63894349279137,205.11573164009033,228.66204613768744,146.24994539609753,287.52783238168024
Italian (Venice),35,380.65714285714284,139.46050312820873,46.203329933471004,273.3425861312891,334.4538129236718,426.86047279061387,107.31455672585372,653.999728988432
Chupicuaro,35,2273.8571428571427,30.42555317023277,10.080000000002045,59.63408421365623,2263.7771428571405,2283.937142857145,2214.2230586434866,2333.4912270707987
"Kwoma, Kalaba clan",35,5.085714285714285,3.0425553170226594,1.0079999999999998,5.963408421364412,4.077714285714285,6.093714285714285,-0.8776941356501267,11.049122707078698
Sri Lanka,35,877.2857142857143,486.68032577432,161.2374196241642,953.8934385176672,716.0482946615501,1038.5231339098787,-76.60772423195283,1831.1791528033814
"French, Mulhouse",35,92.51428571428572,19.37762722767652,6.419816966421472,37.980149366245975,86.09446874786425,98.93410268070718,54.534136348039745,130.4944350805317
North Netherlandish,35,442.2,35.3493489415042,11.71125584263974,69.28472392534823,430.48874415736026,453.9112558426397,372.91527607465173,511.48472392534825
Middle Niger civilization,34,745.0,292.27933919661876,98.24596655167078,572.8675048253727,646.7540334483292,843.2459665516708,172.13249517462725,1317.8675048253726
"Italian, Brescia",34,330.20588235294116,64.59138670965855,21.711569608874218,126.59911795093076,308.4943127440669,351.9174519618154,203.6067644020104,456.8050003038719
"French, Alsace",34,120.11764705882354,41.3277841137224,13.891806745053753,81.00245686289591,106.22584031376978,134.00945380387728,39.115190195927624,201.12010392171945
"French, Chaumont-sur-Loire",34,187.8235294117647,17.02310477723394,5.7220992326954745,33.36528536337852,182.1014301790692,193.54562864446018,154.45824404838618,221.18881477514321
Baluchistan,34,4701.0,0.0,0.0,0.0,4701.0,4701.0,4701.0,4701.0
Indonesia (Kalimantan),34,1311.764705882353,120.36738177498682,40.45995791656815,235.92006827897418,1271.3047479657848,1352.224663798921,1075.8446376033787,1547.6847741613271
"French, Mulhausen",34,88.70588235294117,5.066403971048948,1.7030069810787545,9.930151783255939,87.00287537186242,90.40888933401993,78.77573056968524,98.63603413619711
Shipibo-Conibo,33,124.15151515151516,0.36410954062751233,0.12423133727334482,0.7136546996299241,124.02728381424181,124.2757464887885,123.43786045188523,124.86516985114508
"Italian, possibly Florence",33,475.3636363636364,87.55456091126062,29.872933754058728,171.60693938607082,445.4907026095776,505.2365701176951,303.7566969775655,646.9705757497072
Hittite,33,3296.242424242424,233.1287238714686,79.54170350347724,456.9322987880784,3216.700720738947,3375.784127745901,2839.310125454346,3753.1747230305023
"French, Mennecy",33,205.45454545454547,24.260424188752015,8.277467639526972,47.55043140995395,197.1770778150185,213.73201309407244,157.90411404459152,253.0049768644994
Quechua,33,377.09090909090907,141.18767732090762,48.17213503899196,276.72784754897896,328.9187740519171,425.263044129901,100.36306154193011,653.8187566398881
Western European,33,452.1212121212121,151.83415244431953,51.804629368993375,297.59493879086625,400.3165827522188,503.92584149020547,154.52627333034587,749.7161509120783
French or German,33,418.8484848484849,262.644974396537,89.61241812332715,514.7841498172126,329.23606672515774,508.460902971812,-95.93566496872768,933.6326346656974
"Italian, probably Milan",32,431.5,69.0296803860017,23.91756400100009,135.29817355656334,407.5824359989999,455.4175640010001,296.20182644343663,566.7981735565634
"Italian, Bologna",32,303.59375,95.04832705422253,32.93256513423399,186.29472102627614,270.661184865766,336.526315134234,117.29902897372386,489.88847102627614
"Neolithic, Thessaly",32,6241.625,840.3628920428249,291.17088681429976,1647.1112684039367,5950.4541131857,6532.7958868143,4594.513731596064,7888.736268403936
Japan (Ryūkyū Islands),32,357.5625,140.20375437888774,48.57812247987106,274.79935858261996,308.98437752012893,406.14062247987107,82.76314141738004,632.36185858262
"Kwoma, Abgwala Kalaba clan",32,5.5625,2.9939455034150764,1.0373491923042084,5.86813318669355,4.525150807695791,6.599849192304209,-0.3056331866935498,11.43063318669355
Russia (Siberia),32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombian,32,383.6875,355.5566682750286,123.19410030435056,696.891069819056,260.49339969564943,506.88160030435057,-313.20356981905604,1080.5785698190562
"British, South Staffordshire",31,197.74193548387098,12.29083057116297,4.326696740311542,24.09002791947942,193.41523874355943,202.06863222418252,173.65190756439156,221.8319634033504
"Roman, Egyptian",31,1806.0645161290322,89.42219541175554,31.478972813058252,175.26750300704086,1774.5855433159738,1837.5434889420906,1630.7970131219913,1981.332019136073
"Kwoma, Sunggwei Wanyi clan",31,5.483870967741935,3.009661860762606,1.059480405901437,5.8989372470947075,4.424390561840498,6.543351373643372,-0.4150662793527724,11.382808214836643
"West Bengal, Calcutta",31,146.4516129032258,5.932052537851155,2.0882390518909286,11.626822974188265,144.36337385133487,148.53985195511672,134.82478992903754,158.07843587741405
Tlingit,31,174.38709677419354,37.689678002829766,13.267761361940664,73.87176888554635,161.11933541225287,187.6548581361342,100.51532788864719,248.25886565973988
Calima (Yotoco),31,1903.3548387096773,81.9729826984051,28.85665333854198,160.667046088874,1874.4981853711354,1932.2114920482193,1742.6877926208033,2064.021884798551
Sumatran,31,415.64516129032256,60.10743070375283,21.159401961377903,117.81056417935555,394.48575932894465,436.8045632517005,297.834597110967,533.4557254696781
Guatemalan,31,142.0,90.04850544752719,31.6994504752071,176.49507067715328,110.3005495247929,173.6994504752071,-34.49507067715328,318.4950706771533
